2021-01-01,USD,TTB,102.50
2021-01-02,USD,TTB,102.50
2021-01-03,USD,TTB,102.50
2021-01-04,USD,TTB,102.08
2021-01-05,USD,TTB,102.15
2021-01-06,USD,TTB,101.68
2021-01-07,USD,TTB,101.99
2021-01-08,USD,TTB,102.85
2021-01-09,USD,TTB,102.85
2021-01-10,USD,TTB,102.85
2021-01-11,USD,TTB,102.85
2021-01-12,USD,TTB,103.23
2021-01-13,USD,TTB,102.68
2021-01-14,USD,TTB,102.95
2021-01-15,USD,TTB,102.84
2021-01-16,USD,TTB,102.84
2021-01-17,USD,TTB,102.84
2021-01-18,USD,TTB,102.83
2021-01-19,USD,TTB,102.74
2021-01-20,USD,TTB,102.93
2021-01-21,USD,TTB,102.61
2021-01-22,USD,TTB,102.53
2021-01-23,USD,TTB,102.53
2021-01-24,USD,TTB,102.53
2021-01-25,USD,TTB,102.84
2021-01-26,USD,TTB,102.77
2021-01-27,USD,TTB,102.68
2021-01-28,USD,TTB,103.27
2021-01-29,USD,TTB,103.48
2021-01-30,USD,TTB,103.48
2021-01-31,USD,TTB,103.48
2021-02-01,USD,TTB,103.69
2021-02-02,USD,TTB,103.89
2021-02-03,USD,TTB,104.01
2021-02-04,USD,TTB,104.02
2021-02-05,USD,TTB,104.54
2021-02-06,USD,TTB,104.54
2021-02-07,USD,TTB,104.54
2021-02-08,USD,TTB,104.54
2021-02-09,USD,TTB,104.18
2021-02-10,USD,TTB,103.62
2021-02-11,USD,TTB,103.62
2021-02-12,USD,TTB,103.74
2021-02-13,USD,TTB,103.74
2021-02-14,USD,TTB,103.74
2021-02-15,USD,TTB,104.12
2021-02-16,USD,TTB,104.49
2021-02-17,USD,TTB,105.17
2021-02-18,USD,TTB,104.74
2021-02-19,USD,TTB,104.72
2021-02-20,USD,TTB,104.72
2021-02-21,USD,TTB,104.72
2021-02-22,USD,TTB,104.50
2021-02-23,USD,TTB,104.50
2021-02-24,USD,TTB,104.41
2021-02-25,USD,TTB,105.06
2021-02-26,USD,TTB,105.25
2021-02-27,USD,TTB,105.25
2021-02-28,USD,TTB,105.25
2021-03-01,USD,TTB,105.49
2021-03-02,USD,TTB,105.87
2021-03-03,USD,TTB,105.78
2021-03-04,USD,TTB,105.99
2021-03-05,USD,TTB,106.90
2021-03-06,USD,TTB,106.90
2021-03-07,USD,TTB,106.90
2021-03-08,USD,TTB,107.37
2021-03-09,USD,TTB,108.13
2021-03-10,USD,TTB,107.57
2021-03-11,USD,TTB,107.52
2021-03-12,USD,TTB,107.61
2021-03-13,USD,TTB,107.61
2021-03-14,USD,TTB,107.61
2021-03-15,USD,TTB,108.06
2021-03-16,USD,TTB,108.25
2021-03-17,USD,TTB,108.14
2021-03-18,USD,TTB,107.97
2021-03-19,USD,TTB,108.10
2021-03-20,USD,TTB,108.10
2021-03-21,USD,TTB,108.10
2021-03-22,USD,TTB,107.91
2021-03-23,USD,TTB,107.86
2021-03-24,USD,TTB,107.64
2021-03-25,USD,TTB,107.88
2021-03-26,USD,TTB,108.31
2021-03-27,USD,TTB,108.31
2021-03-28,USD,TTB,108.31
2021-03-29,USD,TTB,108.63
2021-03-30,USD,TTB,108.86
2021-03-31,USD,TTB,109.71
2021-04-01,USD,TTB,109.84
2021-04-02,USD,TTB,109.66
2021-04-03,USD,TTB,109.66
2021-04-04,USD,TTB,109.66
2021-04-05,USD,TTB,109.64
2021-04-06,USD,TTB,109.29
2021-04-07,USD,TTB,108.82
2021-04-08,USD,TTB,108.83
2021-04-09,USD,TTB,108.31
2021-04-10,USD,TTB,108.31
2021-04-11,USD,TTB,108.31
2021-04-12,USD,TTB,108.75
2021-04-13,USD,TTB,108.58
2021-04-14,USD,TTB,107.85
2021-04-15,USD,TTB,107.91
2021-04-16,USD,TTB,107.72
2021-04-17,USD,TTB,107.72
2021-04-18,USD,TTB,107.72
2021-04-19,USD,TTB,107.66
2021-04-20,USD,TTB,107.20
2021-04-21,USD,TTB,107.08
2021-04-22,USD,TTB,107.05
2021-04-23,USD,TTB,106.94
2021-04-24,USD,TTB,106.94
2021-04-25,USD,TTB,106.94
2021-04-26,USD,TTB,106.89
2021-04-27,USD,TTB,107.16
2021-04-28,USD,TTB,107.93
2021-04-29,USD,TTB,107.93
2021-04-30,USD,TTB,107.93
2021-05-01,USD,TTB,107.93
2021-05-02,USD,TTB,107.93
2021-05-03,USD,TTB,107.93
2021-05-04,USD,TTB,107.93
2021-05-05,USD,TTB,107.93
2021-05-06,USD,TTB,108.33
2021-05-07,USD,TTB,108.15
2021-05-08,USD,TTB,108.15
2021-05-09,USD,TTB,108.15
2021-05-10,USD,TTB,107.77
2021-05-11,USD,TTB,107.99
2021-05-12,USD,TTB,107.80
2021-05-13,USD,TTB,108.63
2021-05-14,USD,TTB,108.63
2021-05-15,USD,TTB,108.63
2021-05-16,USD,TTB,108.63
2021-05-17,USD,TTB,108.45
2021-05-18,USD,TTB,108.22
2021-05-19,USD,TTB,108.00
2021-05-20,USD,TTB,108.25
2021-05-21,USD,TTB,107.90
2021-05-22,USD,TTB,107.90
2021-05-23,USD,TTB,107.90
2021-05-24,USD,TTB,107.98
2021-05-25,USD,TTB,107.85
2021-05-26,USD,TTB,107.75
2021-05-27,USD,TTB,108.16
2021-05-28,USD,TTB,108.97
2021-05-29,USD,TTB,108.97
2021-05-30,USD,TTB,108.97
2021-05-31,USD,TTB,108.76
2021-06-01,USD,TTB,108.41
2021-06-02,USD,TTB,108.65
2021-06-03,USD,TTB,108.59
2021-06-04,USD,TTB,109.28
2021-06-05,USD,TTB,109.28
2021-06-06,USD,TTB,109.28
2021-06-07,USD,TTB,108.57
2021-06-08,USD,TTB,108.45
2021-06-09,USD,TTB,108.46
2021-06-10,USD,TTB,108.65
2021-06-11,USD,TTB,108.46
2021-06-12,USD,TTB,108.46
2021-06-13,USD,TTB,108.46
2021-06-14,USD,TTB,108.81
2021-06-15,USD,TTB,109.11
2021-06-16,USD,TTB,109.16
2021-06-17,USD,TTB,109.79
2021-06-18,USD,TTB,109.33
2021-06-19,USD,TTB,109.33
2021-06-20,USD,TTB,109.33
2021-06-21,USD,TTB,109.25
2021-06-22,USD,TTB,109.28
2021-06-23,USD,TTB,109.74
2021-06-24,USD,TTB,110.06
2021-06-25,USD,TTB,109.99
2021-06-26,USD,TTB,109.99
2021-06-27,USD,TTB,109.99
2021-06-28,USD,TTB,109.69
2021-06-29,USD,TTB,109.52
2021-06-30,USD,TTB,109.58
2021-07-01,USD,TTB,110.08
2021-07-02,USD,TTB,110.66
2021-07-03,USD,TTB,110.66
2021-07-04,USD,TTB,110.66
2021-07-05,USD,TTB,110.16
2021-07-06,USD,TTB,109.87
2021-07-07,USD,TTB,109.46
2021-07-08,USD,TTB,109.58
2021-07-09,USD,TTB,108.92
2021-07-10,USD,TTB,108.92
2021-07-11,USD,TTB,108.92
2021-07-12,USD,TTB,109.17
2021-07-13,USD,TTB,109.40
2021-07-14,USD,TTB,109.67
2021-07-15,USD,TTB,108.93
2021-07-16,USD,TTB,108.91
2021-07-17,USD,TTB,108.91
2021-07-18,USD,TTB,108.91
2021-07-19,USD,TTB,108.88
2021-07-20,USD,TTB,108.57
2021-07-21,USD,TTB,108.98
2021-07-22,USD,TTB,108.98
2021-07-23,USD,TTB,108.98
2021-07-24,USD,TTB,108.98
2021-07-25,USD,TTB,108.98
2021-07-26,USD,TTB,109.54
2021-07-27,USD,TTB,109.25
2021-07-28,USD,TTB,108.86
2021-07-29,USD,TTB,108.73
2021-07-30,USD,TTB,108.49
2021-07-31,USD,TTB,108.49
2021-08-01,USD,TTB,108.49
2021-08-02,USD,TTB,108.65
2021-08-03,USD,TTB,108.33
2021-08-04,USD,TTB,108.07
2021-08-05,USD,TTB,108.66
2021-08-06,USD,TTB,108.89
2021-08-07,USD,TTB,108.89
2021-08-08,USD,TTB,108.89
2021-08-09,USD,TTB,108.89
2021-08-10,USD,TTB,109.36
2021-08-11,USD,TTB,109.69
2021-08-12,USD,TTB,109.37
2021-08-13,USD,TTB,109.46
2021-08-14,USD,TTB,109.46
2021-08-15,USD,TTB,109.46
2021-08-16,USD,TTB,108.51
2021-08-17,USD,TTB,108.23
2021-08-18,USD,TTB,108.55
2021-08-19,USD,TTB,108.99
2021-08-20,USD,TTB,108.89
2021-08-21,USD,TTB,108.89
2021-08-22,USD,TTB,108.89
2021-08-23,USD,TTB,108.85
2021-08-24,USD,TTB,108.77
2021-08-25,USD,TTB,108.86
2021-08-26,USD,TTB,109.07
2021-08-27,USD,TTB,109.00
2021-08-28,USD,TTB,109.00
2021-08-29,USD,TTB,109.00
2021-08-30,USD,TTB,108.74
2021-08-31,USD,TTB,108.90
2021-09-01,USD,TTB,109.19
2021-09-02,USD,TTB,109.00
2021-09-03,USD,TTB,108.94
2021-09-04,USD,TTB,108.94
2021-09-05,USD,TTB,108.94
2021-09-06,USD,TTB,108.83
2021-09-07,USD,TTB,108.78
2021-09-08,USD,TTB,109.27
2021-09-09,USD,TTB,109.23
2021-09-10,USD,TTB,108.78
2021-09-11,USD,TTB,108.78
2021-09-12,USD,TTB,108.78
2021-09-13,USD,TTB,108.98
2021-09-14,USD,TTB,109.05
2021-09-15,USD,TTB,108.65
2021-09-16,USD,TTB,108.41
2021-09-17,USD,TTB,108.81
2021-09-18,USD,TTB,108.81
2021-09-19,USD,TTB,108.81
2021-09-20,USD,TTB,108.81
2021-09-21,USD,TTB,108.57
2021-09-22,USD,TTB,108.22
2021-09-23,USD,TTB,108.22
2021-09-24,USD,TTB,109.41
2021-09-25,USD,TTB,109.41
2021-09-26,USD,TTB,109.41
2021-09-27,USD,TTB,109.75
2021-09-28,USD,TTB,110.04
2021-09-29,USD,TTB,110.65
2021-09-30,USD,TTB,110.92
2021-10-01,USD,TTB,110.43
2021-10-02,USD,TTB,110.43
2021-10-03,USD,TTB,110.43
2021-10-04,USD,TTB,109.99
2021-10-05,USD,TTB,109.91
2021-10-06,USD,TTB,110.63
2021-10-07,USD,TTB,110.40
2021-10-08,USD,TTB,110.73
2021-10-09,USD,TTB,110.73
2021-10-10,USD,TTB,110.73
2021-10-11,USD,TTB,111.30
2021-10-12,USD,TTB,112.50
2021-10-13,USD,TTB,112.49
2021-10-14,USD,TTB,112.39
2021-10-15,USD,TTB,112.89
2021-10-16,USD,TTB,112.89
2021-10-17,USD,TTB,112.89
2021-10-18,USD,TTB,113.27
2021-10-19,USD,TTB,113.20
2021-10-20,USD,TTB,113.68
2021-10-21,USD,TTB,113.28
2021-10-22,USD,TTB,113.03
2021-10-23,USD,TTB,113.03
2021-10-24,USD,TTB,113.03
2021-10-25,USD,TTB,112.72
2021-10-26,USD,TTB,112.83
2021-10-27,USD,TTB,113.12
2021-10-28,USD,TTB,112.87
